id;wkt
1608;LINESTRING(978777 1.92238e+06 1215.5,978775 1.92237e+06 1215.5,978754 1.92235e+06 1215.5,978750 1.92234e+06 1215.5,978737 1.92232e+06 1215.5,978725 1.9223e+06 1215.5,978722 1.9223e+06 1215.5,978702 1.92228e+06 1215.5,978700 1.92228e+06 1215.5,978700 1.92227e+06 1215.5,978669 1.92225e+06 1215.5,978675 1.92225e+06 1215.5,978698 1.92227e+06 1215.5)
1609;LINESTRING(925650 1.92235e+06 1215.5,925650 1.92235e+06 1215.5,925646 1.92232e+06 1215.5,925644 1.92232e+06 1215.5,925636 1.9223e+06 1215.5,925626 1.92228e+06 1215.5,925626 1.92228e+06 1215.5,925625 1.92227e+06 1215.5,925622 1.92225e+06 1215.5,925623 1.92225e+06 1215.5,925625 1.92224e+06 1215.5,925627 1.92223e+06 1215.5,925628 1.92222e+06 1215.5,925632 1.92221e+06 1215.5,925636 1.9222e+06 1215.5,925636 1.92219e+06 1215.5,925638 1.92218e+06 1215.5,925626 1.92215e+06 1215.5,925625 1.92215e+06 1215.5,925625 1.92215e+06 1215.5,925603 1.92212e+06 1215.5,925600 1.92212e+06 1215.5,925595 1.9221e+06 1215.5,925592 1.92209e+06 1215.5,925586 1.92208e+06 1215.5,925579 1.92205e+06 1215.5,925577 1.92205e+06 1215.5,925575 1.92203e+06 1215.5,925574 1.92202e+06 1215.5,925574 1.92202e+06 1215.5,925573 1.922e+06 1215.5,925572 1.922e+06 1215.5,925565 1.92198e+06 1215.5,925563 1.92196e+06 1215.5,925572 1.92195e+06 1215.5,925573 1.92195e+06 1215.5,925575 1.92195e+06 1215.5,925586 1.92194e+06 1215.5,925600 1.92193e+06 1215.5,925602 1.92193e+06 1215.5,925608 1.92192e+06 1215.5,925620 1.92192e+06 1215.5,925625 1.92192e+06 1215.5,925641 1.92192e+06 1215.5,925650 1.92191e+06 1215.5,925665 1.92191e+06 1215.5,925675 1.92191e+06 1215.5,925689 1.92191e+06 1215.5,925700 1.92191e+06 1215.5,925713 1.92191e+06 1215.5,925725 1.92191e+06 1215.5,925735 1.92191e+06 1215.5,925750 1.9219e+06 1215.5,925752 1.9219e+06 1215.5,925755 1.9219e+06 1215.5,925766 1.92189e+06 1215.5,925775 1.92188e+06 1215.5,925776 1.92188e+06 1215.5,925776 1.92188e+06 1215.5,925783 1.92186e+06 1215.5,925785 1.92185e+06 1215.5,925787 1.92184e+06 1215.5,925787 1.92182e+06 1215.5,925779 1.9218e+06 1215.5,925777 1.9218e+06 1215.5,925775 1.9218e+06 1215.5,925756 1.92178e+06 1215.5,925750 1.92177e+06 1215.5,925736 1.92175e+06 1215.5,925725 1.92173e+06 1215.5,925719 1.92172e+06 1215.5,925709 1.92171e+06 1215.5,925703 1.9217e+06 1215.5,925700 1.9217e+06 1215.5,925685 1.92168e+06 1215.5,925675 1.92166e+06 1215.5,925665 1.92165e+06 1215.5,925650 1.92163e+06 1215.5,925647 1.92162e+06 1215.5,925647 1.92162e+06 1215.5,925641 1.9216e+06 1215.5,925644 1.92159e+06 1215.5,925648 1.92158e+06 1215.5,925649 1.92157e+06 1215.5,925650 1.92157e+06 1215.5,925659 1.92156e+06 1215.5,925662 1.92155e+06 1215.5,925660 1.92154e+06 1215.5,925662 1.92152e+06 1215.5,925650 1.92152e+06 1215.5,925621 1.9215e+06 1215.5,925625 1.9215e+06 1215.5,925632 1.92151e+06 1215.5)
1610;LINESTRING(978375 1.92232e+06 1215.5,978393 1.92232e+06 1215.5,978400 1.92233e+06 1215.5,978410 1.92234e+06 1215.5,978425 1.92234e+06 1215.5,978432 1.92235e+06 1215.5)
1611;LINESTRING(912575 1.92229e+06 1215.5,912587 1.9223e+06 1215.5,912600 1.92231e+06 1215.5,912610 1.92231e+06 1215.5,912625 1.92232e+06 1215.5,912646 1.92232e+06 1215.5,912650 1.92232e+06 1215.5,912661 1.92232e+06 1215.5)
1612;LINESTRING(914485 1.92232e+06 1215.5,914496 1.92232e+06 1215.5,914500 1.92232e+06 1215.5,914506 1.92231e+06 1215.5,914508 1.9223e+06 1215.5,914513 1.92229e+06 1215.5,914520 1.92228e+06 1215.5,914522 1.92227e+06 1215.5,914525 1.92227e+06 1215.5,914534 1.92226e+06 1215.5,914550 1.92225e+06 1215.5,914551 1.92225e+06 1215.5,914553 1.92225e+06 1215.5,914571 1.92225e+06 1215.5,914575 1.92224e+06 1215.5,914592 1.92224e+06 1215.5,914600 1.92224e+06 1215.5,914613 1.92224e+06 1215.5,914625 1.92224e+06 1215.5,914635 1.92224e+06 1215.5,914650 1.92223e+06 1215.5,914651 1.92223e+06 1215.5,914651 1.92222e+06 1215.5,914661 1.92221e+06 1215.5,914668 1.9222e+06 1215.5,914671 1.9222e+06 1215.5,914675 1.92219e+06 1215.5,914684 1.92218e+06 1215.5,914692 1.92218e+06 1215.5,914696 1.92217e+06 1215.5,914700 1.92217e+06 1215.5,914712 1.92216e+06 1215.5,914725 1.92215e+06 1215.5,914727 1.92215e+06 1215.5,914728 1.92215e+06 1215.5,914739 1.92214e+06 1215.5,914750 1.92213e+06 1215.5,914753 1.92213e+06 1215.5,914762 1.92212e+06 1215.5,914771 1.92212e+06 1215.5,914775 1.92212e+06 1215.5,914794 1.92212e+06 1215.5,914800 1.92212e+06 1215.5,914810 1.92211e+06 1215.5,914819 1.9221e+06 1215.5,914820 1.92209e+06 1215.5,914825 1.92209e+06 1215.5,914832 1.92208e+06 1215.5,914850 1.92208e+06 1215.5,914852 1.92208e+06 1215.5,914871 1.92208e+06 1215.5,914875 1.92207e+06 1215.5,914875 1.92207e+06 1215.5,914899 1.92207e+06 1215.5,914900 1.92207e+06 1215.5,914922 1.92207e+06 1215.5,914925 1.92207e+06 1215.5,914941 1.92207e+06 1215.5,914950 1.92206e+06 1215.5,914955 1.92205e+06 1215.5,914958 1.92205e+06 1215.5,914964 1.92204e+06 1215.5,914971 1.92202e+06 1215.5,914972 1.92202e+06 1215.5,914975 1.92201e+06 1215.5,914979 1.922e+06 1215.5,914981 1.922e+06 1215.5,914986 1.92199e+06 1215.5,914992 1.92198e+06 1215.5,914995 1.92197e+06 1215.5,915000 1.92196e+06 1215.5,915006 1.92196e+06 1215.5,915017 1.92195e+06 1215.5,915022 1.92195e+06 1215.5,915025 1.92195e+06 1215.5,915042 1.92194e+06 1215.5,915050 1.92194e+06 1215.5,915065 1.92194e+06 1215.5,915075 1.92194e+06 1215.5,915091 1.92194e+06 1215.5,915100 1.92194e+06 1215.5,915121 1.92195e+06 1215.5,915125 1.92195e+06 1215.5,915150 1.92195e+06 1215.5,915150 1.92195e+06 1215.5,915152 1.92195e+06 1215.5)
1613;LINESTRING(978275 1.92227e+06 1215.5,978293 1.92228e+06 1215.5,978300 1.92228e+06 1215.5,978306 1.92228e+06 1215.5,978325 1.92229e+06 1215.5,978344 1.9223e+06 1215.5)
1614;LINESTRING(912350 1.92224e+06 1215.5,912374 1.92225e+06 1215.5,912375 1.92225e+06 1215.5,912375 1.92225e+06 1215.5,912388 1.92225e+06 1215.5,912400 1.92225e+06 1215.5,912400 1.92225e+06 1215.5,912424 1.92225e+06 1215.5,912425 1.92225e+06 1215.5,912449 1.92225e+06 1215.5,912450 1.92225e+06 1215.5,912458 1.92225e+06 1215.5,912475 1.92225e+06 1215.5,912478 1.92225e+06 1215.5,912500 1.92226e+06 1215.5,912513 1.92226e+06 1215.5,912525 1.92227e+06 1215.5,912540 1.92228e+06 1215.5)
1615;LINESTRING(928350 1.92225e+06 1215.5,928352 1.92225e+06 1215.5,928375 1.92227e+06 1215.5,928394 1.92228e+06 1215.5)
1616;LINESTRING(978200 1.92222e+06 1215.5,978200 1.92222e+06 1215.5,978225 1.92224e+06 1215.5,978246 1.92225e+06 1215.5)
1617;LINESTRING(978625 1.92222e+06 1215.5,978632 1.92222e+06 1215.5,978650 1.92224e+06 1215.5,978669 1.92225e+06 1215.5)
1618;LINESTRING(912250 1.9222e+06 1215.5,912256 1.9222e+06 1215.5,912275 1.92221e+06 1215.5,912294 1.92222e+06 1215.5,912300 1.92222e+06 1215.5,912306 1.92222e+06 1215.5)
1619;LINESTRING(928250 1.92218e+06 1215.5,928273 1.9222e+06 1215.5,928275 1.9222e+06 1215.5,928279 1.9222e+06 1215.5,928300 1.92222e+06 1215.5,928314 1.92222e+06 1215.5)
1620;LINESTRING(970050 1.92215e+06 1215.5,970052 1.92215e+06 1215.5,970062 1.92216e+06 1215.5,970072 1.92218e+06 1215.5,970075 1.92218e+06 1215.5,970081 1.92218e+06 1215.5,970100 1.92219e+06 1215.5,970108 1.9222e+06 1215.5)
1621;LINESTRING(973900 1.92205e+06 1215.5,973901 1.92205e+06 1215.5,973901 1.92205e+06 1215.5,973904 1.92208e+06 1215.5,973904 1.92208e+06 1215.5,973903 1.9221e+06 1215.5,973904 1.9221e+06 1215.5,973902 1.92212e+06 1215.5,973902 1.92213e+06 1215.5,973900 1.92214e+06 1215.5,973899 1.92215e+06 1215.5,973898 1.92215e+06 1215.5,973891 1.92217e+06 1215.5,973886 1.92218e+06 1215.5,973882 1.92218e+06 1215.5,973875 1.9222e+06 1215.5,973860 1.92218e+06 1215.5,973850 1.92217e+06 1215.5,973838 1.92215e+06 1215.5,973825 1.92213e+06 1215.5,973815 1.92212e+06 1215.5,973800 1.92212e+06 1215.5,973768 1.9221e+06 1215.5,973775 1.9221e+06 1215.5,973781 1.92211e+06 1215.5)
1622;LINESTRING(978100 1.92217e+06 1215.5,978101 1.92218e+06 1215.5,978125 1.92218e+06 1215.5,978142 1.92219e+06 1215.5,978150 1.9222e+06 1215.5,978157 1.9222e+06 1215.5)
1623;LINESTRING(978525 1.92216e+06 1215.5,978539 1.92218e+06 1215.5,978550 1.92219e+06 1215.5,978574 1.9222e+06 1215.5)
1624;LINESTRING(912050 1.92214e+06 1215.5,912066 1.92215e+06 1215.5,912075 1.92215e+06 1215.5,912081 1.92216e+06 1215.5,912100 1.92216e+06 1215.5,912116 1.92217e+06 1215.5,912125 1.92217e+06 1215.5,912148 1.92217e+06 1215.5,912150 1.92217e+06 1215.5,912159 1.92218e+06 1215.5)
1625;LINESTRING(920875 1.92214e+06 1215.5,920892 1.92215e+06 1215.5,920900 1.92216e+06 1215.5,920922 1.92218e+06 1215.5)
1626;LINESTRING(928200 1.92214e+06 1215.5,928215 1.92215e+06 1215.5,928225 1.92216e+06 1215.5,928248 1.92218e+06 1215.5)
1627;LINESTRING(969964 1.92215e+06 1215.5,969950 1.92213e+06 1215.5,969949 1.92212e+06 1215.5,969949 1.92212e+06 1215.5,969942 1.9221e+06 1215.5,969935 1.92209e+06 1215.5,969933 1.92208e+06 1215.5,969925 1.92207e+06 1215.5,969911 1.92205e+06 1215.5,969911 1.92204e+06 1215.5,969925 1.92203e+06 1215.5,969929 1.92203e+06 1215.5,969950 1.92203e+06 1215.5,969964 1.92204e+06 1215.5,969975 1.92205e+06 1215.5,969981 1.92205e+06 1215.5,970037 1.92212e+06 1215.5,970025 1.92211e+06 1215.5,970016 1.9221e+06 1215.5,970006 1.92208e+06 1215.5,970003 1.92208e+06 1215.5,970000 1.92207e+06 1215.5)
1628;LINESTRING(977950 1.92212e+06 1215.5,977956 1.92212e+06 1215.5,977975 1.92213e+06 1215.5,977988 1.92214e+06 1215.5,978000 1.92214e+06 1215.5,978022 1.92215e+06 1215.5,978025 1.92215e+06 1215.5,978031 1.92215e+06 1215.5)
1629;LINESTRING(978475 1.92212e+06 1215.5,978487 1.92212e+06 1215.5,978500 1.92213e+06 1215.5,978517 1.92215e+06 1215.5)
1630;LINESTRING(912026 1.92212e+06 1215.5,912025 1.92212e+06 1215.5,912010 1.9221e+06 1215.5,912001 1.92208e+06 1215.5,912001 1.92208e+06 1215.5,912000 1.92207e+06 1215.5,911984 1.92205e+06 1215.5,911975 1.92204e+06 1215.5,911967 1.92202e+06 1215.5,911965 1.92201e+06 1215.5,911961 1.922e+06 1215.5,911963 1.92199e+06 1215.5,911968 1.92198e+06 1215.5,911970 1.92197e+06 1215.5,911975 1.92196e+06 1215.5,911990 1.92198e+06 1215.5,912000 1.92198e+06 1215.5,912005 1.92198e+06 1215.5,912025 1.92199e+06 1215.5,912046 1.922e+06 1215.5,912050 1.922e+06 1215.5,912074 1.922e+06 1215.5,912075 1.922e+06 1215.5,912100 1.922e+06 1215.5,912100 1.922e+06 1215.5,912123 1.922e+06 1215.5,912125 1.922e+06 1215.5,912142 1.92199e+06 1215.5,912150 1.92199e+06 1215.5,912161 1.92199e+06 1215.5,912175 1.92198e+06 1215.5,912178 1.92198e+06 1215.5,912184 1.92198e+06 1215.5,912195 1.92197e+06 1215.5,912200 1.92197e+06 1215.5,912212 1.92196e+06 1215.5,912225 1.92195e+06 1215.5,912229 1.92195e+06 1215.5,912235 1.92195e+06 1215.5,912245 1.92195e+06 1215.5,912250 1.92194e+06 1215.5,912262 1.92194e+06 1215.5,912275 1.92193e+06 1215.5,912277 1.92193e+06 1215.5,912279 1.92192e+06 1215.5,912288 1.92191e+06 1215.5,912300 1.9219e+06 1215.5,912301 1.9219e+06 1215.5,912325 1.9219e+06 1215.5,912329 1.9219e+06 1215.5,912350 1.92191e+06 1215.5,912362 1.92191e+06 1215.5,912375 1.92191e+06 1215.5,912388 1.92191e+06 1215.5,912400 1.92191e+06 1215.5,912409 1.92191e+06 1215.5,912425 1.9219e+06 1215.5,912425 1.9219e+06 1215.5,912425 1.9219e+06 1215.5,912440 1.92189e+06 1215.5,912450 1.92188e+06 1215.5,912453 1.92188e+06 1215.5,912458 1.92188e+06 1215.5,912468 1.92187e+06 1215.5,912475 1.92186e+06 1215.5,912485 1.92186e+06 1215.5,912500 1.92185e+06 1215.5,912502 1.92185e+06 1215.5,912507 1.92185e+06 1215.5,912520 1.92184e+06 1215.5,912525 1.92184e+06 1215.5,912537 1.92184e+06 1215.5,912550 1.92183e+06 1215.5,912555 1.92183e+06 1215.5,912567 1.92182e+06 1215.5,912573 1.92182e+06 1215.5,912575 1.92182e+06 1215.5,912593 1.92182e+06 1215.5,912600 1.92181e+06 1215.5,912613 1.92181e+06 1215.5,912625 1.92181e+06 1215.5,912632 1.92181e+06 1215.5,912650 1.9218e+06 1215.5,912651 1.9218e+06 1215.5,912653 1.9218e+06 1215.5,912667 1.92179e+06 1215.5,912675 1.92178e+06 1215.5,912678 1.92178e+06 1215.5,912680 1.92178e+06 1215.5,912686 1.92176e+06 1215.5,912688 1.92175e+06 1215.5,912687 1.92174e+06 1215.5,912687 1.92172e+06 1215.5,912681 1.92171e+06 1215.5,912680 1.9217e+06 1215.5,912675 1.92169e+06 1215.5,912667 1.92168e+06 1215.5,912659 1.92166e+06 1215.5,912654 1.92165e+06 1215.5,912650 1.92164e+06 1215.5,912647 1.92162e+06 1215.5,912646 1.92162e+06 1215.5,912646 1.9216e+06 1215.5,912645 1.9216e+06 1215.5,912650 1.92158e+06 1215.5,912652 1.92158e+06 1215.5,912662 1.92158e+06 1215.5,912671 1.92157e+06 1215.5,912675 1.92157e+06 1215.5,912680 1.92158e+06 1215.5,912755 1.9217e+06 1215.5,912750 1.92169e+06 1215.5,912742 1.92168e+06 1215.5,912732 1.92166e+06 1215.5,912728 1.92165e+06 1215.5,912725 1.92164e+06 1215.5,912715 1.92162e+06 1215.5,912708 1.92161e+06 1215.5,912705 1.9216e+06 1215.5,912700 1.92159e+06 1215.5)
1631;LINESTRING(915700 1.9221e+06 1215.5,915703 1.9221e+06 1215.5,915725 1.92211e+06 1215.5,915745 1.92212e+06 1215.5,915750 1.92212e+06 1215.5,915767 1.92212e+06 1215.5,915775 1.92211e+06 1215.5,915784 1.92211e+06 1215.5,915794 1.9221e+06 1215.5,915798 1.9221e+06 1215.5,915800 1.92209e+06 1215.5,915810 1.92208e+06 1215.5,915820 1.92208e+06 1215.5,915823 1.92207e+06 1215.5,915825 1.92207e+06 1215.5,915837 1.92206e+06 1215.5,915850 1.92206e+06 1215.5,915854 1.92205e+06 1215.5,915875 1.92205e+06 1215.5,915877 1.92205e+06 1215.5,915900 1.92205e+06 1215.5,915903 1.92205e+06 1215.5,915925 1.92205e+06 1215.5,915929 1.92205e+06 1215.5,915950 1.92205e+06 1215.5,915954 1.92205e+06 1215.5,915975 1.92205e+06 1215.5,915979 1.92205e+06 1215.5,915998 1.92205e+06 1215.5,916000 1.92205e+06 1215.5,916000 1.92205e+06 1215.5,916019 1.92204e+06 1215.5,916025 1.92204e+06 1215.5,916039 1.92204e+06 1215.5,916050 1.92204e+06 1215.5,916074 1.92205e+06 1215.5,916075 1.92205e+06 1215.5,916076 1.92205e+06 1215.5,916100 1.92206e+06 1215.5,916105 1.92205e+06 1215.5,916108 1.92205e+06 1215.5,916117 1.92204e+06 1215.5,916119 1.92202e+06 1215.5,916119 1.92202e+06 1215.5,916118 1.922e+06 1215.5,916114 1.92199e+06 1215.5,916111 1.92198e+06 1215.5,916104 1.92195e+06 1215.5,916103 1.92195e+06 1215.5,916100 1.92193e+06 1215.5,916099 1.92192e+06 1215.5,916099 1.92192e+06 1215.5,916099 1.9219e+06 1215.5,916099 1.9219e+06 1215.5,916100 1.9219e+06 1215.5,916103 1.92188e+06 1215.5,916103 1.92188e+06 1215.5,916102 1.92185e+06 1215.5,916102 1.92185e+06 1215.5,916100 1.92184e+06 1215.5,916091 1.92182e+06 1215.5,916075 1.9218e+06 1215.5,916073 1.9218e+06 1215.5,916053 1.92178e+06 1215.5,916050 1.92178e+06 1215.5,916050 1.92177e+06 1215.5,916026 1.92175e+06 1215.5,916025 1.92175e+06 1215.5,916006 1.92172e+06 1215.5,916004 1.9217e+06 1215.5,916004 1.9217e+06 1215.5,916014 1.92169e+06 1215.5,916023 1.92168e+06 1215.5,916024 1.92167e+06 1215.5,916025 1.92167e+06 1215.5,916037 1.92166e+06 1215.5,916046 1.92165e+06 1215.5,916048 1.92165e+06 1215.5,916050 1.92165e+06 1215.5,916059 1.92163e+06 1215.5,916062 1.92162e+06 1215.5,916067 1.92162e+06 1215.5,916074 1.9216e+06 1215.5,916074 1.9216e+06 1215.5,916075 1.9216e+06 1215.5,916080 1.92158e+06 1215.5,916082 1.92158e+06 1215.5,916085 1.92156e+06 1215.5,916088 1.92155e+06 1215.5,916090 1.92154e+06 1215.5,916094 1.92152e+06 1215.5,916095 1.92152e+06 1215.5,916100 1.92151e+06 1215.5,916101 1.9215e+06 1215.5,916102 1.9215e+06 1215.5,916108 1.92148e+06 1215.5,916111 1.92148e+06 1215.5,916115 1.92147e+06 1215.5,916123 1.92145e+06 1215.5,916124 1.92145e+06 1215.5,916125 1.92145e+06 1215.5,916133 1.92143e+06 1215.5,916138 1.92142e+06 1215.5,916143 1.92142e+06 1215.5,916150 1.92141e+06 1215.5,916154 1.9214e+06 1215.5,916158 1.9214e+06 1215.5,916167 1.92139e+06 1215.5,916175 1.92139e+06 1215.5,916181 1.92138e+06 1215.5,916189 1.92138e+06 1215.5,916194 1.92137e+06 1215.5,916200 1.92136e+06 1215.5,916206 1.92136e+06 1215.5,916211 1.92135e+06 1215.5,916214 1.92134e+06 1215.5,916225 1.92133e+06 1215.5,916225 1.92133e+06 1215.5,916225 1.92132e+06 1215.5,916234 1.92131e+06 1215.5,916236 1.9213e+06 1215.5,916225 1.92128e+06 1215.5,916224 1.92128e+06 1215.5,916224 1.92127e+06 1215.5,916212 1.92125e+06 1215.5,916204 1.92123e+06 1215.5,916203 1.92122e+06 1215.5,916200 1.92121e+06 1215.5,916199 1.9212e+06 1215.5,916199 1.9212e+06 1215.5,916200 1.92118e+06 1215.5,916201 1.92118e+06 1215.5,916201 1.92118e+06 1215.5,916209 1.92116e+06 1215.5,916211 1.92115e+06 1215.5,916219 1.92114e+06 1215.5,916225 1.92113e+06 1215.5,916226 1.92113e+06 1215.5,916226 1.92112e+06 1215.5,916240 1.92111e+06 1215.5,916246 1.9211e+06 1215.5,916248 1.9211e+06 1215.5,916250 1.92109e+06 1215.5,916260 1.92108e+06 1215.5,916264 1.92108e+06 1215.5,916269 1.92107e+06 1215.5,916275 1.92106e+06 1215.5,916278 1.92105e+06 1215.5,916280 1.92105e+06 1215.5,916289 1.92104e+06 1215.5,916300 1.92103e+06 1215.5,916303 1.92103e+06 1215.5,916305 1.92102e+06 1215.5,916315 1.92101e+06 1215.5,916325 1.921e+06 1215.5,916326 1.921e+06 1215.5,916327 1.921e+06 1215.5,916335 1.92098e+06 1215.5,916340 1.92098e+06 1215.5,916343 1.92097e+06 1215.5,916350 1.92095e+06 1215.5,916350 1.92095e+06 1215.5,916350 1.92095e+06 1215.5,916357 1.92093e+06 1215.5,916363 1.92092e+06 1215.5,916368 1.92092e+06 1215.5,916375 1.92092e+06 1215.5,916382 1.92091e+06 1215.5,916391 1.9209e+06 1215.5,916396 1.9209e+06 1215.5,916400 1.92089e+06 1215.5,916407 1.92088e+06 1215.5,916414 1.92088e+06 1215.5,916418 1.92087e+06 1215.5,916425 1.92086e+06 1215.5,916427 1.92085e+06 1215.5,916429 1.92085e+06 1215.5,916437 1.92084e+06 1215.5,916442 1.92082e+06 1215.5,916445 1.92082e+06 1215.5,916450 1.92081e+06 1215.5,916453 1.9208e+06 1215.5,916454 1.9208e+06 1215.5,916460 1.92078e+06 1215.5,916466 1.92078e+06 1215.5,916469 1.92077e+06 1215.5,916475 1.92076e+06 1215.5,916480 1.92076e+06 1215.5,916484 1.92075e+06 1215.5,916491 1.92074e+06 1215.5,916498 1.92072e+06 1215.5,916499 1.92072e+06 1215.5,916500 1.92072e+06 1215.5,916508 1.92071e+06 1215.5,916517 1.9207e+06 1215.5,916518 1.92069e+06 1215.5,916516 1.92068e+06 1215.5,916506 1.92066e+06 1215.5,916502 1.92065e+06 1215.5,916500 1.92064e+06 1215.5,916497 1.92062e+06 1215.5,916496 1.92062e+06 1215.5,916493 1.9206e+06 1215.5,916490 1.92059e+06 1215.5,916486 1.92058e+06 1215.5,916476 1.92055e+06 1215.5,916476 1.92055e+06 1215.5,916475 1.92055e+06 1215.5,916466 1.92052e+06 1215.5,916463 1.92051e+06 1215.5,916460 1.9205e+06 1215.5,916456 1.92048e+06 1215.5,916455 1.92048e+06 1215.5,916450 1.92045e+06 1215.5,916449 1.92045e+06 1215.5,916447 1.92045e+06 1215.5,916438 1.92042e+06 1215.5,916425 1.92041e+06 1215.5,916418 1.9204e+06 1215.5,916407 1.92038e+06 1215.5,916402 1.92038e+06 1215.5,916400 1.92037e+06 1215.5,916390 1.92035e+06 1215.5,916384 1.92033e+06 1215.5,916382 1.92032e+06 1215.5,916377 1.9203e+06 1215.5,916377 1.9203e+06 1215.5,916378 1.92028e+06 1215.5,916380 1.92028e+06 1215.5,916387 1.92026e+06 1215.5,916400 1.92026e+06 1215.5,916406 1.92026e+06 1215.5,916425 1.92025e+06 1215.5,916427 1.92025e+06 1215.5,916441 1.92025e+06 1215.5,916449 1.92025e+06 1215.5,916450 1.92025e+06 1215.5,916473 1.92025e+06 1215.5,916475 1.92025e+06 1215.5,916481 1.92025e+06 1215.5,916500 1.92026e+06 1215.5,916524 1.92028e+06 1215.5)
1632;LINESTRING(920647 1.92208e+06 1215.5,920625 1.92207e+06 1215.5,920621 1.92207e+06 1215.5,920613 1.92208e+06 1215.5,920604 1.92208e+06 1215.5,920600 1.92208e+06 1215.5,920590 1.92209e+06 1215.5,920575 1.9221e+06 1215.5,920574 1.9221e+06 1215.5,920573 1.9221e+06 1215.5,920557 1.92211e+06 1215.5,920550 1.92211e+06 1215.5,920534 1.92211e+06 1215.5,920525 1.92211e+06 1215.5,920510 1.92211e+06 1215.5,920500 1.92211e+06 1215.5,920481 1.92211e+06 1215.5,920475 1.92211e+06 1215.5,920470 1.9221e+06 1215.5,920466 1.92209e+06 1215.5,920457 1.92208e+06 1215.5,920462 1.92206e+06 1215.5,920466 1.92205e+06 1215.5,920471 1.92205e+06 1215.5,920475 1.92204e+06 1215.5,920485 1.92203e+06 1215.5,920493 1.92202e+06 1215.5,920497 1.92202e+06 1215.5,920500 1.92202e+06 1215.5,920512 1.92201e+06 1215.5)
1633;LINESTRING(920675 1.92209e+06 1215.5,920688 1.9221e+06 1215.5,920700 1.92211e+06 1215.5,920710 1.92211e+06 1215.5,920725 1.92212e+06 1215.5,920740 1.92212e+06 1215.5,920750 1.92211e+06 1215.5,920763 1.92211e+06 1215.5,920775 1.92211e+06 1215.5,920787 1.92211e+06 1215.5,920800 1.92211e+06 1215.5,920815 1.92212e+06 1215.5,920825 1.92212e+06 1215.5,920848 1.92212e+06 1215.5,920850 1.92212e+06 1215.5,920853 1.92212e+06 1215.5)
1634;LINESTRING(924750 1.9221e+06 1215.5,924774 1.9221e+06 1215.5,924775 1.9221e+06 1215.5,924775 1.9221e+06 1215.5,924800 1.92211e+06 1215.5,924814 1.92211e+06 1215.5,924825 1.92212e+06 1215.5,924843 1.92212e+06 1215.5)
1635;LINESTRING(928156 1.92212e+06 1215.5,928150 1.92212e+06 1215.5,928140 1.92212e+06 1215.5,928125 1.9221e+06 1215.5,928121 1.9221e+06 1215.5,928118 1.92209e+06 1215.5,928110 1.92208e+06 1215.5,928100 1.92206e+06 1215.5,928097 1.92205e+06 1215.5,928092 1.92204e+06 1215.5,928083 1.92202e+06 1215.5,928075 1.92201e+06 1215.5,928062 1.922e+06 1215.5,928050 1.92198e+06 1215.5,928045 1.92198e+06 1215.5,928044 1.92197e+06 1215.5,928039 1.92195e+06 1215.5,928031 1.92193e+06 1215.5,928031 1.92192e+06 1215.5,928025 1.92192e+06 1215.5,927933 1.9219e+06 1215.5,927950 1.92191e+06 1215.5,927962 1.92191e+06 1215.5,927975 1.92191e+06 1215.5,927990 1.92192e+06 1215.5,928000 1.92192e+06 1215.5,928021 1.92192e+06 1215.5)
1636;LINESTRING(915500 1.92207e+06 1215.5,915503 1.92208e+06 1215.5,915525 1.92208e+06 1215.5,915526 1.92208e+06 1215.5,915550 1.92208e+06 1215.5,915551 1.92208e+06 1215.5)
